year,inflation_rate,gdp_growth,school_enrollment,SE.PRM.NENR.FE,SE.PRM.NENR.MA,child_mortality_u5,SH.DYN.MORT.FE,SH.DYN.MORT.MA,poverty_rate,gini_index,unemployment_rate,sanction_active,sanction_duration,sanction_intensity_index,regime_score,conflict_incidence,conflict_intensity,oil_exports,pharma_imports,fuel_imports,school_enrollment_gap,child_mortality_gap,total_trade_exposure,sanction_x_regime,sanction_x_conflict,inflation_rate_lag1,gdp_growth_lag1,poverty_rate_lag1,unemployment_rate_lag1,child_mortality_u5_lag1,sanction_intensity_index_lag1,gdp_growth_change,inflation_rate_change,poverty_rate_change,unemployment_rate_change,log_oil_exports,log_pharma_imports,log_fuel_imports,log_total_trade_exposure,sanction_type_none,sanction_type_targeted,sanction_type_trade,sanction_status_sanctioned
2005,3.39778677828806,-0.383137672063768,97.80506,96.56223,99.04493,,,,,,,0.0,0.0,0.0,,,,0.0,26057593.0,0.0,-2.482699999999994,,26057593.0,,,2.52912946932762,7.29372807096192,,,,0.0,-7.6768657430256875,0.8686573089604401,,,0.0,17.075819799995806,0.0,17.075819799995806,True,False,False,False
2006,3.60802438784541,1.12741146411624,98.6384,96.84796,97.81443999999999,,,,,,,0.0,0.0,0.0,,,,0.0,25981746.0,0.0,-0.96647999999999,,25981746.0,,,3.39778677828806,-0.383137672063768,,,,0.0,1.510549136180008,0.21023760955734971,,,0.0,17.07290481097982,0.0,17.07290481097982,True,False,False,False
2007,5.39256784475517,3.0895443848509,98.86144,97.13369,96.58394999999999,,,,,,,0.0,0.0,0.0,,,,0.0,28370729.0,0.0,0.5497400000000141,,28370729.0,,,3.60802438784541,1.12741146411624,,,,0.0,1.96213292073466,1.7845434569097605,,,0.0,17.160868537860402,0.0,17.160868537860402,True,False,False,False
2008,8.95598705177784,1.83575517191368,99.05832,97.41942,95.35346,,,,,,,0.0,0.0,0.0,,,,0.0,28483371.0,0.0,2.065960000000004,,28483371.0,,,5.39256784475517,3.0895443848509,,,,0.0,-1.2537892129372201,3.563419207022669,,,0.0,17.16483103637586,0.0,17.16483103637586,True,False,False,False
2009,-2.13542872046937,-11.6777413693852,95.89151,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,12973.0,31174014.0,58794895.0,3.582180000000008,,89981882.0,,,8.95598705177784,1.83575517191368,,,,0.0,-13.513496541298881,-11.09141577224721,,,9.470702633773001,17.255095453201225,17.88956560638019,18.315118908030975,True,False,False,False
2010,2.07814071860787,-2.73345679250639,98.91975,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,132550.0,31242180.0,70030076.0,3.582180000000008,,101404806.0,,,-2.13542872046937,-11.6777413693852,,,,0.0,8.944284576878811,4.21356943907724,,,11.79472275601161,17.25727969483944,18.06443537915987,18.43463105430935,True,False,False,False
2011,4.31629742195203,3.36923718421511,98.99849,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,16310.0,32029622.0,93503308.0,3.582180000000008,,125549240.0,,,2.07814071860787,-2.73345679250639,,,,0.0,6.1026939767215005,2.2381567033441603,,,9.69959500581403,17.28217175130065,18.353507384007024,18.648208598149356,True,False,False,False
2012,0.627471992893373,-1.04079988436683,99.07723,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,81309.0,31711690.0,96374312.0,3.582180000000008,,128167311.0,,,4.31629742195203,3.36923718421511,,,,0.0,-4.41003706858194,-3.6888254290586575,,,11.306024289201883,17.27219597211887,18.383750261417692,18.66884709333972,True,False,False,False
2013,-2.37206524252261,6.43146080719245,99.15597,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,5678.0,28505796.0,93973011.0,3.582180000000008,,122484485.0,,,0.627471992893373,-1.04079988436683,,,,0.0,7.47226069155928,-2.999537235415983,,,8.644530439877432,17.16561802806396,18.35851819262837,18.623494935030955,True,False,False,False
2014,0.421440918881214,1.42609864257801,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,283007.0,29420914.0,93024544.0,3.582180000000008,,122728465.0,,,-2.37206524252261,6.43146080719245,,,,0.0,-5.00536216461444,2.793506161403824,,,12.553230444777064,17.19721637394557,18.348373941026708,18.625484879514072,True,False,False,False
2015,0.474763597342641,3.61147995361162,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,157607.0,26505133.0,60271547.0,3.582180000000008,,86934287.0,,,0.421440918881214,1.42609864257801,,,,0.0,2.18538131103361,0.05332267846142702,,,11.96786621653892,17.092849008041142,17.914370709549498,18.280663080883457,True,False,False,False
2016,-0.931195987079561,1.23433537363427,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,100344.99,28149769.94,45841412.83,3.582180000000008,,74091527.75999999,,,0.474763597342641,3.61147995361162,,,,0.0,-2.37714457997735,-1.405959584422202,,,11.516379393286545,17.153049775394308,17.640698472608918,18.120811762003694,True,False,False,False
2017,-1.02828178762012,3.49342985290626,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,102291.617,30664885.052,65925477.661,3.582180000000008,,96692654.33,,,-0.931195987079561,1.23433537363427,,,,0.0,2.2590944792719903,-0.09708580054055904,,,11.535592779247356,17.238628781137713,18.004035550867442,18.38704800438485,True,False,False,False
2018,3.62604141352961,3.21247111920076,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,41458.658,33024842.519,76706439.484,3.582180000000008,,109772740.661,,,-1.02828178762012,3.49342985290626,,,,0.0,-0.2809587337055004,4.6543232011497295,,,10.632476137041131,17.312770670102545,18.155496232616652,18.513922801765915,True,False,False,False
2019,4.25746204335428,1.22511225158814,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,8550.279,35294897.753,63090147.702,3.582180000000008,,98393595.734,,,3.62604141352961,3.21247111920076,,,,0.0,-1.9873588676126197,0.6314206298246696,,,9.053836141386515,17.37924900021431,17.960075193326304,18.404486286063623,True,False,False,False
2020,4.25746204335428,-23.8979898352395,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,29907.262,35318033.507,45556837.09,3.582180000000008,,80904777.859,,,4.25746204335428,1.22511225158814,,,,0.0,-25.12310208682764,0.0,,,10.305890042279376,17.379904283991934,17.634471293125237,18.208783451470737,True,False,False,False
2021,4.25746204335428,14.7306159219273,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,25235.754,40658454.734,60587516.464,3.582180000000008,,101271206.95199999,,,4.25746204335428,-23.8979898352395,,,,0.0,38.628605757166795,0.0,,,10.136056702996495,17.52071738546289,17.91959944738,18.433312703271298,True,False,False,False
2022,4.25746204335428,10.6364309604414,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,24293.854,35546575.476,99060077.933,3.582180000000008,,134630947.263,,,4.25746204335428,14.7306159219273,,,,0.0,-4.094184961485899,0.0,,,10.098019837354977,17.38635440791659,18.411237081944158,18.718047876405322,True,False,False,False
2023,4.25746204335428,7.70679839650956,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,66885.474,37073610.65,91135588.1,3.582180000000008,,128276084.22399999,,,4.25746204335428,10.6364309604414,,,,0.0,-2.9296325639318397,0.0,,,11.110752043312976,17.428415998220355,18.327858945657148,18.669695414892942,True,False,False,False
2024,4.25746204335428,6.81077669324542,99.23471,97.70515,94.12297,,,,,,,0.0,0.0,0.0,,,,66885.474,37073610.65,91135588.1,3.582180000000008,,128276084.22399999,,,4.25746204335428,7.70679839650956,,,,0.0,-0.8960217032641404,0.0,,,11.110752043312976,17.428415998220355,18.327858945657148,18.669695414892942,True,False,False,False
1995,12.2885912601426,4.35461769115784,,,,156.295820944702,147.173734603546,164.943896118331,,,7.77389399169686,0.0,0.0,0.0,,,,,,,,17.770161514785002,,,,,,,,,,,,,,,,,,True,False,False,False
1996,9.70658632526504,5.49911124792519,,,,153.48902900154,144.395247459997,162.164025238584,,,7.6816226939442,0.0,0.0,0.0,,,,,,,,17.76877777858701,,,,12.2885912601426,4.35461769115784,,7.77389399169686,156.295820944702,0.0,1.1444935567673502,-2.5820049348775598,,-0.09227129775266008,,,,,True,False,False,False
1997,10.2495987403066,3.85673898320249,,,,150.423176735311,141.353444580539,159.039325567278,,,7.64190636706094,0.0,0.0,0.0,,,,,,,,17.685880986739022,,,,9.70658632526504,5.49911124792519,,7.6816226939442,153.48902900154,0.0,-1.6423722647226997,0.5430124150415612,,-0.039716326883259434,,,,,True,False,False,False
1998,7.49525542305607,1.7751720856126,,,,149.910228348787,140.973185177462,158.40672433706,,,7.68263780767572,0.0,0.0,0.0,,,,,,,,17.433539159598013,,,,10.2495987403066,3.85673898320249,,7.64190636706094,150.423176735311,0.0,-2.08156689758989,-2.7543433172505303,,0.0407314406147794,,,,,True,False,False,False
1999,7.81986477630862,2.63418427787336,,,,141.589705348872,132.72735948212,149.999584876009,,,7.72993010885893,0.0,0.0,0.0,,,,,,,,17.272225393889016,,,,7.49525542305607,1.7751720856126,,7.68263780767572,149.910228348787,0.0,0.8590121922607601,0.3246093532525496,,0.04729230118321048,,,,,True,False,False,False
2000,8.60148514851491,3.18137506041111,,,,136.670373865438,127.961434312144,144.986619633956,,,7.66876829683374,0.0,0.0,0.0,,,,,,,,17.025185321812003,,,,7.81986477630862,2.63418427787336,,7.72993010885893,141.589705348872,0.0,0.5471907825377498,0.7816203722062909,,-0.06116181202519044,,,,,True,False,False,False
2001,5.84035398311557,3.50353308518427,,,,131.34246895388,122.757469263353,139.527878686229,,,7.55388452430262,0.0,0.0,0.0,,,,,,,,16.770409422876,,,,8.60148514851491,3.18137506041111,,7.66876829683374,136.670373865438,0.0,0.3221580247731599,-2.761131165399341,,-0.11488377253111981,,,,,True,False,False,False
2002,8.76375520313543,3.91711337379634,,,,125.45035255452,117.027914404237,133.480324858847,,,7.51149338877195,0.0,0.0,0.0,,,,,,,,16.452410454610018,,,,5.84035398311557,3.50353308518427,,7.55388452430262,131.34246895388,0.0,0.4135802886120703,2.9234012200198602,,-0.042391135530669644,,,,,True,False,False,False
2003,7.44970014007366,3.00937249317595,,,,119.924103058101,111.670883404175,127.742873534344,,,7.4720424200925,0.0,0.0,0.0,,,,,,,,16.071990130169,,,,8.76375520313543,3.91711337379634,,7.51149338877195,125.45035255452,0.0,-0.9077408806203904,-1.3140550630617698,,-0.03945096867944997,,,,,True,False,False,False
2004,5.02342068616285,5.63469800866547,,,,115.2940473299,107.188852294932,122.953032890662,,,7.27852246959678,0.0,0.0,0.0,,,,,,,,15.764180595729997,,,,7.44970014007366,3.00937249317595,,7.4720424200925,119.924103058101,0.0,2.6253255154895205,-2.4262794539108103,,-0.19351995049572057,,,,,True,False,False,False
2005,8.55803802239778,6.17365914390395,,,,109.932128047785,102.032522350439,117.412711773774,,,7.10041371887931,0.0,0.0,0.0,,,,,,,,15.380189423335011,,,,5.02342068616285,5.63469800866547,,7.27852246959678,115.2940473299,0.0,0.5389611352384795,3.5346173362349296,,-0.17810875071746946,,,,,True,False,False,False
2006,8.89816380214033,6.63749738735714,,,,103.889136904351,96.2217251654946,111.185135290277,,,7.03560059961336,0.0,0.0,0.0,,,,,,,,14.9634101247824,,,,8.55803802239778,6.17365914390395,,7.10041371887931,109.932128047785,0.0,0.46383824345319,0.3401257797425501,,-0.06481311926595001,,,,,True,False,False,False
2007,8.45077480635,6.70003329209791,,,,98.8359909874724,91.3739828245881,105.902896055904,,,6.98058891496815,0.0,0.0,0.0,,,,,,,,14.528913231315897,,,,8.89816380214033,6.63749738735714,,7.03560059961336,103.889136904351,0.0,0.06253590474076987,-0.4473889957903303,,-0.055011684645210224,,,,,True,False,False,False
2008,12.5666446595157,4.43752919445292,,,,93.769255659709,86.5480346908785,100.637187730015,,,6.95926232871186,0.0,0.0,0.0,,,,,,,,14.089153039136505,,,,8.45077480635,6.70003329209791,,6.98058891496815,98.8359909874724,0.0,-2.2625040976449897,4.115869853165702,,-0.021326586256289914,,,,,True,False,False,False
2009,8.95421802392949,0.919472850509038,,,,89.1969130741823,82.1722699414215,95.9055824707748,,,7.0293349336202,0.0,0.0,0.0,,,,,,,,13.733312529353299,,,,12.5666446595157,4.43752919445292,,6.95926232871186,93.769255659709,0.0,-3.518056343943882,-3.6124266355862105,,0.07007260490834,,,,,True,False,False,False
2010,5.53753791645676,5.30790438645938,,,,85.9415134696025,79.0690697252376,92.4796520208838,,,7.33948885318777,0.0,0.0,0.0,,,,,,,,13.410582295646208,,,,8.95421802392949,0.919472850509038,,7.0293349336202,89.1969130741823,0.0,4.388431535950342,-3.4166801074727307,,0.3101539195675693,,,,,True,False,False,False
2011,8.97120640995788,4.07747696614018,,,,87.3579037764883,80.6992923598229,93.6921048553029,,,7.303350943492,0.0,0.0,0.0,,,,,,,,12.992812495479996,,,,5.53753791645676,5.30790438645938,,7.33948885318777,85.9415134696025,0.0,-1.2304274203191996,3.43366849350112,,-0.036137909695769466,,,,,True,False,False,False
2012,9.15870843167905,1.89717291956102,,,,78.9054217634591,72.3957651005755,85.0741128283771,,,7.10873740350119,0.0,0.0,0.0,,,,,,,,12.678347727801594,,,,8.97120640995788,4.07747696614018,,7.303350943492,87.3579037764883,0.0,-2.18030404657916,0.18750202172117092,,-0.19461353999080977,,,,,True,False,False,False
2013,5.74883133553454,4.35668249727492,,,,74.7071109466787,68.3733231819968,80.6905129422367,,,6.88972223038428,0.0,0.0,0.0,,,,,,,,12.317189760239899,,,,9.15870843167905,1.89717291956102,,7.10873740350119,78.9054217634591,0.0,2.4595095777139,-3.409877096144511,,-0.21901517311690988,,,,,True,False,False,False
2014,5.52581923392517,3.92038970191821,,,,73.5860883176291,67.4387263341745,79.4248760468043,,,6.86242857576034,0.0,0.0,0.0,,,,,,,,11.986149712629796,,,,5.74883133553454,4.35668249727492,,6.88972223038428,74.7071109466787,0.0,-0.4362927953567102,-0.22301210160936957,,-0.027293654623940178,,,,,True,False,False,False
2015,5.09856164363687,2.93402965863687,,,,71.8244382347921,65.8172921602755,77.5164766111062,,,6.9309412585873,0.0,0.0,0.0,,,,,,,,11.6991844508307,,,,5.52581923392517,3.92038970191821,,6.86242857576034,73.5860883176291,0.0,-0.9863600432813397,-0.4272575902883,,0.06851268282695955,,,,,True,False,False,False
2016,6.44687722255584,2.13011703002091,,,,69.6722063696027,63.8437886423801,75.2517384822503,,,7.07442880999326,0.0,0.0,0.0,,,,,,,,11.407949839870206,,,,5.09856164363687,2.93402965863687,,6.9309412585873,71.8244382347921,0.0,-0.8039126286159601,1.34831557891897,,0.14348755140596037,,,,,True,False,False,False
2017,6.22137528933118,2.67752389715308,,,,68.2390218853462,62.5142816003554,73.6799433698295,,,7.21491501896869,0.0,0.0,0.0,,,,,,,,11.165661769474099,,,,6.44687722255584,2.13011703002091,,7.07442880999326,69.6722063696027,0.0,0.5474068671321701,-0.2255019332246606,,0.14048620897542996,,,,,True,False,False,False
2018,4.6898064677633,2.70519413363353,,,,63.3576972065096,57.7904998258431,68.6488830926464,,,7.24484282680542,0.0,0.0,0.0,,,,,,,,10.858383266803301,,,,6.22137528933118,2.67752389715308,,7.21491501896869,68.2390218853462,0.0,0.027670236480449972,-1.5315688215678795,,0.02992780783672977,,,,,True,False,False,False
2019,4.10285075461156,2.03007686221603,,,,60.6580783301841,55.1799800367502,65.8179214393945,,,7.45910636823544,0.0,0.0,0.0,,,,,,,,10.637941402644294,,,,4.6898064677633,2.70519413363353,,7.24484282680542,63.3576972065096,0.0,-0.6751172714175002,-0.58695571315174,,0.2142635414300198,,,,,True,False,False,False
2020,5.19162942092851,-2.81757208724623,,,,58.9116528725575,53.5817160857199,63.9746152755426,,,7.97430164130982,0.0,0.0,0.0,,,,,,,,10.3928991898227,,,,4.10285075461156,2.03007686221603,,7.45910636823544,60.6580783301841,0.0,-4.847648949462259,1.0887786663169496,,0.5151952730743803,,,,,True,False,False,False
2021,6.82472709282067,4.57877206871177,,,,57.1405061822291,51.9521280702186,62.1069265315094,,,8.40741154700022,0.0,0.0,0.0,,,,,,,,10.154798461290802,,,,5.19162942092851,-2.81757208724623,,7.97430164130982,58.9116528725575,0.0,7.396344155958,1.63309767189216,,0.43310990569040086,,,,,True,False,False,False
2022,10.8834775726018,3.72271692296214,,,,56.6449066839014,51.56328825755,61.4664332540765,,,7.86947018999245,0.0,0.0,0.0,,,,,,,,9.9031449965265,,,,6.82472709282067,4.57877206871177,,8.40741154700022,57.1405061822291,0.0,-0.8560551457496302,4.05875047978113,,-0.5379413570077709,,,,,True,False,False,False
2023,7.39918558080627,1.9311603523693,,,,53.8062516481712,48.8520885851415,58.5062802104063,,,7.67654773372157,0.0,0.0,0.0,,,,,,,,9.6541916252648,,,,10.8834775726018,3.72271692296214,,7.86947018999245,56.6449066839014,0.0,-1.7915565705928402,-3.48429199179553,,-0.19292245627088,,,,,True,False,False,False
2024,4.48978854243448,2.76383869054277,,,,53.8062516481712,48.8520885851415,58.5062802104063,,,7.57169749274654,0.0,0.0,0.0,,,,,,,,9.6541916252648,,,,7.39918558080627,1.9311603523693,,7.67654773372157,53.8062516481712,0.0,0.8326783381734699,-2.9093970383717895,,-0.10485024097503004,,,,,True,False,False,False
1995,12.6862687216715,-9.4319740700862,,,,152.8,148.3,157.2,,,7.868,0.0,0.0,0.0,0.094,1.0,2.0,0.0,19670526.0,487576499.0,,8.899999999999977,507247025.0,0.0,0.0,,,,,,,,,,,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
1996,12.6862687216715,-9.4319740700862,,,,148.3,143.4,153.0,,,7.878,0.0,0.0,0.0,0.076,1.0,2.0,0.0,19670526.0,487576499.0,,9.599999999999994,507247025.0,0.0,0.0,12.6862687216715,-9.4319740700862,,7.868,152.8,0.0,0.0,0.0,,0.009999999999999787,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
1997,12.6862687216715,-9.4319740700862,,,,144.1,138.9,148.9,,,7.863,0.0,0.0,0.0,0.073,1.0,2.0,0.0,19670526.0,487576499.0,,10.0,507247025.0,0.0,0.0,12.6862687216715,-9.4319740700862,,7.878,148.3,0.0,0.0,0.0,,-0.01499999999999968,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
1998,12.6862687216715,-9.4319740700862,,,,139.9,135.0,144.5,,,7.869,0.0,0.0,0.0,0.073,1.0,2.0,0.0,19670526.0,487576499.0,,9.5,507247025.0,0.0,0.0,12.6862687216715,-9.4319740700862,,7.863,144.1,0.0,0.0,0.0,,0.005999999999999339,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
1999,12.6862687216715,-9.4319740700862,,,,135.8,131.1,140.3,,,7.877,0.0,0.0,0.0,0.073,1.0,2.0,0.0,19670526.0,487576499.0,,9.200000000000017,507247025.0,0.0,0.0,12.6862687216715,-9.4319740700862,,7.869,139.9,0.0,0.0,0.0,,0.008000000000000007,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2000,12.6862687216715,-9.4319740700862,,,,131.7,126.9,136.2,,,7.897,0.0,0.0,0.0,0.073,1.0,2.0,0.0,19670526.0,487576499.0,,9.299999999999983,507247025.0,0.0,0.0,12.6862687216715,-9.4319740700862,,7.877,135.8,0.0,0.0,0.0,,0.020000000000000462,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2001,12.6862687216715,-9.4319740700862,,,,127.4,122.9,131.8,,,7.973,0.0,0.0,0.0,0.084,1.0,2.0,0.0,19670526.0,487576499.0,,8.900000000000006,507247025.0,0.0,0.0,12.6862687216715,-9.4319740700862,,7.897,131.7,0.0,0.0,0.0,,0.07599999999999962,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2002,12.6862687216715,28.6000011706788,,,,123.1,118.9,127.2,,,7.867,0.0,0.0,0.0,0.22,1.0,1.0,0.0,19670526.0,487576499.0,,8.299999999999997,507247025.0,0.0,0.0,12.6862687216715,-9.4319740700862,,7.973,127.4,0.0,38.031975240765,0.0,,-0.10599999999999987,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2003,12.6862687216715,8.83227780288267,,,,118.7,114.4,122.9,,,7.844,0.0,0.0,0.0,0.227,1.0,1.0,0.0,19670526.0,487576499.0,,8.5,507247025.0,0.0,0.0,12.6862687216715,28.6000011706788,,7.867,123.1,0.0,-19.76772336779613,0.0,,-0.022999999999999687,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2004,12.6862687216715,1.41411799339429,,,,114.2,109.8,118.4,,,7.794,0.0,0.0,0.0,0.238,1.0,1.0,0.0,19670526.0,487576499.0,,8.600000000000009,507247025.0,0.0,0.0,12.6862687216715,8.83227780288267,,7.844,118.7,0.0,-7.41815980948838,0.0,,-0.05000000000000071,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2005,12.6862687216715,11.2297148272859,,,,109.7,105.3,113.8,,,7.878,0.0,0.0,0.0,0.319,1.0,2.0,0.0,19670526.0,487576499.0,,8.5,507247025.0,0.0,0.0,12.6862687216715,1.41411799339429,,7.794,114.2,0.0,9.81559683389161,0.0,,0.08400000000000052,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2006,6.78459655001655,5.35740324748592,,,,105.1,100.7,109.3,,,7.897,0.0,0.0,0.0,0.373,1.0,2.0,0.0,19670526.0,487576499.0,,8.599999999999994,507247025.0,0.0,0.0,12.6862687216715,11.2297148272859,,7.878,109.7,0.0,-5.872311579799979,-5.901672171654949,,0.019000000000000128,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2007,8.68057078513406,13.8263195471281,,,,100.7,96.3,104.8,,,7.841,0.0,0.0,0.0,0.373,1.0,2.0,0.0,19670526.0,487576499.0,,8.5,507247025.0,0.0,0.0,6.78459655001655,5.35740324748592,,7.897,105.1,0.0,8.468916299642181,1.8959742351175102,,-0.05600000000000005,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2008,26.4186641547444,3.92498381999467,,,,96.3,92.0,100.4,,,7.879,0.0,0.0,0.0,0.379,1.0,2.0,0.0,19670526.0,487576499.0,,8.400000000000006,507247025.0,0.0,0.0,8.68057078513406,13.8263195471281,,7.841,100.7,0.0,-9.90133572713343,17.73809336961034,,0.03799999999999937,0.0,16.794631982075483,20.00495775916796,20.044508673666318,True,False,False,False
2009,-6.81116108898996,21.3905283926492,,,,92.2,88.0,96.2,,,7.808,0.0,0.0,0.0,0.37,1.0,2.0,393708.0,16634367.0,788229566.0,,8.200000000000003,805257641.0,0.0,0.0,26.4186641547444,3.92498381999467,,7.879,96.3,0.0,17.46554457265453,-33.22982524373436,,-0.07099999999999973,12.883367336716262,16.62698147452784,20.485299934074398,20.50667283635098,True,False,False,False
2010,2.17853752389419,14.3624414710737,,,,88.3,84.2,92.3,,,7.809,0.0,0.0,0.0,0.353,1.0,2.0,0.0,40688984.0,1075187326.0,,8.099999999999994,1115876310.0,0.0,0.0,-6.81116108898996,21.3905283926492,,7.808,92.2,0.0,-7.028086921575499,8.98969861288415,,0.001000000000000334,0.0,17.52146797496289,20.79576074101935,20.832905862325887,True,False,False,False
2011,11.8041858089129,0.426354776777345,,,,84.6,80.4,88.7,,,7.83,0.0,0.0,0.0,0.358,1.0,2.0,2391280.0,43884154.0,2222108850.0,,8.299999999999997,2268384284.0,0.0,0.0,2.17853752389419,14.3624414710737,,7.809,88.3,0.0,-13.936086694296355,9.625648285018709,,0.020999999999999908,14.687339763583568,17.597063878952294,21.52172251481277,21.542333646289638,True,False,False,False
