country_code,country,year,sanction_active,sanction_intensity_index,wellbeing_index,wellbeing_index_100,child_mortality_u5_z,school_enrollment_z,SE.PRM.NENR.FE_z,unemployment_rate_z,inflation_rate_z
AFG,AFG,2010,0.0,0.0,-0.2933140375740365,92.34793747943904,-0.9877627245909488,,,0.0012770092440891182,0.10654360262475011
AFG,AFG,2011,0.0,0.0,-0.31730702688086626,92.19849505433587,-0.9065976692000852,,,-0.0025260764978357548,-0.04279733494467787
AFG,AFG,2012,0.0,0.0,-0.26742682457840244,92.50917824188662,-0.832013564246319,,,-0.01067554594481765,0.040408636455929244
AFG,AFG,2013,0.0,0.0,-0.2516896575458101,92.60719855838526,-0.7618167595839505,,,-0.019006114712843646,0.025753901659363834
AFG,AFG,2014,0.0,0.0,-0.21609786740759887,92.82888512540688,-0.698200905358679,,,-0.01791951878657935,0.06782682192246166
AFG,AFG,2015,0.0,0.0,-0.23619002519446142,92.7037393694185,-0.6389723514248059,,,-0.22020746039277467,0.15060973623419638
AFG,AFG,2016,0.0,0.0,-0.3101720385368745,92.24293595111506,-0.5863247479280295,,,-0.41651912440451655,0.07232775672192272
AFG,AFG,2017,0.0,0.0,-0.36015610989237007,91.93160580611436,-0.533677144431253,,,-0.6099331992795537,0.06314201403369656
AFG,AFG,2018,0.0,0.0,-0.32205669579246005,92.16891132754348,-0.485416841225875,,,-0.6113819938479063,0.130628747696401
AFG,AFG,2019,0.0,0.0,-0.31506812328853384,92.21244026050137,-0.43935018816619553,,,-0.6104764972426858,0.10462231554327979
AFG,AFG,2020,0.0,0.0,-0.349079317339069,92.00059857397507,-0.39547718525221526,,,-0.7051914421487203,0.05343067538372855
AFG,AFG,2021,0.0,0.0,-0.34989958549614336,91.99548946226494,-0.351604182338235,,,-0.7587968411777567,0.060702267027561645
AFG,AFG,2022,0.0,0.0,-0.5067807040336061,91.01834174184886,-0.30992482956995376,,,-1.1380188194439813,-0.07239846308688333
AFG,AFG,2023,0.0,0.0,-0.39239919883997626,91.73077691632797,-0.26824547680167254,,,-1.1213576819079294,0.21240556218967324
AFG,AFG,2024,0.0,0.0,-0.3629033924032589,91.91449411754483,-0.26824547680167254,,,-1.0632247998527917,0.24276009944468743
AFW,AFW,1995,0.0,0.0,-0.8659056672633126,88.7815006073906,-3.194126203512105,,,0.6199541458888498,-0.023544944166682243
AFW,AFW,1996,0.0,0.0,-0.8126435491539147,89.11324835230933,-3.134051787575138,,,0.6320216742087286,0.06409946590466503
AFW,AFW,1997,0.0,0.0,-0.7801441998435282,89.3156733821007,-3.056218329156749,,,0.6374575827651661,0.0783281468609984
AFW,AFW,1998,0.0,0.0,-0.753305460492991,89.48284080938392,-2.9668844486780883,,,0.6359937289492213,0.07097433824989383
AFW,AFW,1999,0.0,0.0,-0.709892668761392,89.75324116650081,-2.866649820245712,,,0.6024040981070706,0.13456771585446498
AFW,AFW,2000,0.0,0.0,-0.6872403863852856,89.89433288163127,-2.7577487601128183,,,0.5949489289392526,0.10107867201770894
AFW,AFW,2001,0.0,0.0,-0.6548200618230472,90.09626569889107,-2.643972621669633,,,0.6068377227157775,0.07267471348471388
AFW,AFW,2002,0.0,0.0,-0.597432064806901,90.45371184018808,-2.5246835989909684,,,0.6415162643664658,0.09087114020379941
AFW,AFW,2003,0.0,0.0,-0.5434737995273786,90.78979559843144,-2.404107991905748,,,0.6606634513380717,0.11302314198554037
AFW,AFW,2004,0.0,0.0,-0.493411986211219,91.10160996601002,-2.285155128121107,,,0.6753483384759029,0.12957083101154704
AFW,AFW,2005,0.0,0.0,-0.48116804066908525,91.17787244798956,-2.1700879331253375,,,0.6736146356224577,0.052969175495623994
AFW,AFW,2006,0.0,0.0,-0.4314081948234065,91.48780598485908,-2.062703543036712,,,0.6966478008939447,0.07183115767254782
AFW,AFW,2007,0.0,0.0,-0.3929686521685074,91.72723002663822,-1.963772315053552,,,0.7004909080101802,0.08437545053784946
AFW,AFW,2008,0.0,0.0,-0.38873131755629226,91.75362263459236,-1.872410213607788,,,0.6970199259302153,0.009196335008695931
AFW,AFW,2009,0.0,0.0,-0.37084817619323956,91.86500933924931,-1.8925283545631473,,,0.6905671619317078,0.08941666405172094
AFW,AFW,2010,0.0,0.0,-0.3050292052167564,92.27496853669376,-1.7207215431412277,,,0.6929822137393802,0.11265171375157836
AFW,AFW,2011,0.0,0.0,-0.2919548066259768,92.35640356786827,-1.6508802924578387,,,0.6970221860995679,0.07799368648034041
AFW,AFW,2012,0.0,0.0,-0.2757208181960593,92.45751837974264,-1.5911607021615184,,,0.6946878695167545,0.06931037805658594
AFW,AFW,2013,0.0,0.0,-0.2320786495816222,92.72934743076658,-1.5427380259939163,,,0.7440026377884589,0.10249943946059085
AFW,AFW,2014,0.0,0.0,-0.22935756965104984,92.74629591428082,-1.512391566996512,,,0.7114125699218519,0.11290628812151061
AFW,AFW,2015,0.0,0.0,-0.2264032420100038,92.76469720148938,-1.4467652601246512,,,0.6602715583821467,0.10728397571249311
AFW,AFW,2016,0.0,0.0,-0.20692377748370505,92.8860267441026,-1.398773295856448,,,0.6607356741792513,0.11726628922608161
AFW,AFW,2017,0.0,0.0,-0.20144164365324746,92.92017269248305,-1.357550435700635,,,0.6396528549500959,0.1135726497907966
AFW,AFW,2018,0.0,0.0,-0.183607870049137,93.0312519057506,-1.294016496882541,,,0.6305288501768684,0.11266403655826153
AFW,AFW,2019,0.0,0.0,-0.18203876818963108,93.04102519344391,-1.2760094952894863,,,0.6203172754271539,0.10957591529343914
AFW,AFW,2020,0.0,0.0,-0.17681148178742542,93.07358380240525,-1.1791926489257236,,,0.5470527711791414,0.1017054323843059
AFW,AFW,2021,0.0,0.0,-0.16149257575085335,93.16899894383496,-1.1370663695506043,,,0.5703573526924274,0.0822312896056168
AFW,AFW,2022,0.0,0.0,-0.12071816467639752,93.42296591707017,-1.1438937834367822,,,0.7647277162573273,0.01701157315026232
AFW,AFW,2023,0.0,0.0,-0.0339862633757955,93.96318312378901,-0.9971150269652392,,,0.8358187315586125,0.05933750527924021
AFW,AFW,2024,0.0,0.0,-0.023930563575880526,94.02581592643779,-0.9971150269652392,,,0.8409583829183394,0.0843649533192583
AGO,AGO,1995,0.0,0.0,-10.568452482533697,28.348342103948127,-3.8921555174964415,-3.1054017114113255,-2.956120745442033,-1.6592226654087354,-41.229361772909954
AGO,AGO,1996,0.0,0.0,-15.119780316626457,0.0,-3.8526698148738605,-3.1054017114113255,-2.956120745442033,-1.514162109252457,-64.1705472021526
AGO,AGO,1997,0.0,0.0,-2.9217644753040957,75.97640483485712,-3.793441260939986,-3.1054017114113255,-2.956120745442033,-1.4936978859744805,-3.2601607727526543
AGO,AGO,1998,0.0,0.0,-2.566957633545678,78.1863501733682,-3.7144698556948224,-3.1054017114113255,-2.956120745442033,-1.534626332530434,-1.5241695226497756
AGO,AGO,1999,0.0,0.0,-2.9108996987173272,76.04407704279116,-3.617949249284065,-2.882188448519439,-2.763525966768243,-1.5804444607545767,-3.710390368260309
AGO,AGO,2000,0.0,0.0,-3.0469665936023786,75.19657252854157,-3.5038794417077166,-2.6589751856275523,-2.5709311880944523,-1.5990976908221133,-4.9019494617600605
AGO,AGO,2001,0.0,0.0,-2.402774417646367,79.20897964364626,-3.3700667828200777,-2.4357619227356655,-2.3783364094206623,-1.603081875885082,-2.226625097370347
AGO,AGO,2002,0.0,0.0,-2.1448666140209705,80.81538087752003,-3.2165112726211467,-2.2125486598437787,-2.1857416307468718,-1.5603424361186877,-1.5491890707743667
AGO,AGO,2003,0.0,0.0,-1.9952746460678992,81.74712748820595,-3.0476002114023215,-1.9893353969518917,-1.9931468520730817,-1.5626967272922607,-1.3835940426199398
AGO,AGO,2004,0.0,0.0,-1.700801463857459,83.58127936959944,-2.863333599163605,-1.7661221340600048,-1.8005520733992915,-1.5387916169144469,-0.5352078957499469
AGO,AGO,2005,0.0,0.0,-1.514493677545919,84.74171365504608,-2.670292386342092,-1.5429088711681187,-1.607957294725501,-1.5355318291356546,-0.21577800635823
AGO,AGO,2006,0.0,0.0,-1.353484413105229,85.7445738920256,-2.461895622500686,-1.3196956082762323,-1.4153625160517114,-1.5043827459160792,-0.06608557278143662
AGO,AGO,2007,0.0,0.0,-1.2233092709532676,86.5553811108577,-2.2534988586592792,-1.0964823453843449,-1.2227677373779202,-1.4940600846165684,-0.04973732872822513
AGO,AGO,2008,0.0,0.0,-1.1044729649228229,87.29556340062501,-2.056070345546368,-0.8732690824924587,-1.0301729587041302,-1.5096346262263565,-0.05321781164480148
AGO,AGO,2009,0.0,0.0,-1.103856738841794,87.29940161848037,-1.863029132724855,-0.9268804851032382,-1.105224958932682,-1.5514685693875299,-0.07268054806066448
AGO,AGO,2010,0.0,0.0,-1.0684421939324908,87.51998419814522,-1.6787625204861378,-0.8414013746967107,-1.148033612105823,-1.5898616254488667,-0.08415183692491553
AGO,AGO,2011,0.0,0.0,-1.023174264207027,87.80193944394892,-1.5098514592673138,-0.6762600568555401,-1.239370089937088,-1.6215540066315743,-0.0688357083436187
AGO,AGO,2012,0.0,0.0,-0.9728364907477351,88.11547265333144,-1.349714998631286,-0.6762600568555401,-1.239370089937088,-1.579720063470401,-0.01911724484436044
